2015-07-15 11:06:22,1.67
2015-07-15 11:36:22,1.6
2015-07-15 12:06:22,1.51
2015-07-15 12:36:22,1.8
2015-07-15 13:06:22,1.56
2015-07-15 13:36:22,1.42
2015-07-15 14:06:22,1.4
2015-07-15 14:36:22,1.66
2015-07-15 15:06:22,1.62
2015-07-15 15:36:22,2.01
2015-07-15 16:06:22,1.68
2015-07-15 16:36:22,1.58
2015-07-15 17:06:22,1.47
2015-07-15 17:36:22,1.45
2015-07-15 18:06:22,1.4
2015-07-15 18:36:22,1.52
2015-07-15 19:06:22,1.46
2015-07-15 19:36:22,3.21
2015-07-15 20:06:22,1.53
2015-07-15 20:36:22,1.55
2015-07-15 21:06:22,1.38
2015-07-15 21:36:22,1.6
2015-07-15 22:06:22,1.49
2015-07-15 22:36:22,1.47
2015-07-15 23:06:22,1.51
2015-07-15 23:36:22,1.64
2015-07-16 00:06:22,1.69
2015-07-16 00:36:22,1.54
2015-07-16 01:06:22,1.44
2015-07-16 01:36:22,1.9
2015-07-16 02:06:22,1.75
2015-07-16 02:36:22,1.56
